case_sfid,account_sfid,case_number,case_contact_name,case_product,case_status,case_resolution,case_details,case_closure,case_priority,case_severity,case_reason,case_type,case_category,case_created_date,case_closed_date
55b43ead562074a0c502ddaf004e0a4e5877539d333049b48da398b5369ae252,,67146,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
9cb1d4969c23f7a79463dd8fa20b7942023724560e3e5b7342d753df2ca8bf75,,67134,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
8e3aa7a2f2483236a9cadfdf7db586664529da7c0f2cd25128c1100e9cca201e,db3a06feda698767f7b1b7baf6b590f27f00d6266e06fde00cc931840927c05b,67131,Contact_0ebe6df5,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-09-23,2024-09-23
51219beb279721584d84e4e2adb773790d896bf78d12168d04952a7d9206b61e,19b2b79c3241269d02ba77e8435b504dd87bbbc51d466a2bcdf869e07a74756a,67136,Contact_1ccbf565,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
0aba3e853d6b6afb0ff437ef3fbaeb9724487d6a105f1f5fa2f8a86230d09c8f,26464bb03faf48714fcb06659cc9be059cbf04f08fec74246b8717a0eb5b88a3,67154,Contact_1ccbf565,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-23,2024-09-26
cbe37cd723ff58c62381b9645d2ae2fad4d858d29d579700b1a4cf9f8a025c8e,,67125,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
40c300d3d28db078dd941a7629f87e07885ccafbdf93300d71e0c8c19b9c6e58,e9478b3ef6af91b78bcb5098d0997be976a6cb31669c085a06ba03e45bbb96cd,67142,Contact_b3eda97e,GVW,Closed,Done,Report,Undefined,Normal,Low,Other,Software Question,Software,2024-09-23,2024-09-26
9d415d3727b121a2a0700f6bad550828e9cc3007f81c6ade2e69c1296974e3de,c5537664b35d85d0607bcd8dcdcd80ef2bc767c335db4998e9bfbae9c5bb7f2a,67132,Contact_570b712c,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-23,2024-09-23
644c34f7a962f3dcfedb3fe3b1f5ed512fb547c6606b88bec1e1e0951228eafd,bead5ae3d3679b204f5e9427a435fb4b630a3c2588142b8fc4b35c98308c7525,67152,Contact_942246cf,Esko,Closed,Fixed,Module Affected: Barcode,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-09-23,2024-09-30
fcfd728854e4290917ac048bfbc85c02cae9bac8b1d96131545b1e216ab77a1b,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67126,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-09-23,2024-09-23
35286cb5ab84c3066cf2aa6b51da7ddca77e57888a683db0b668c500ea59a68c,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67124,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-09-23,2024-09-23
999d24b298cc3a19cbe471324ec5738b95beb6bbe05fb2eb2baa6f8a2c0f3bb9,dcee1f9959e09a7384ace28511a62f9cb329f95385803b39f8e802b24d4d27cf,67116,Contact_228598a6,Esko,Closed,No Customer Response,Report,Undefined,Normal,Medium,Other,Software Performance,Software,2024-09-23,2024-10-01
a541954289107c148d11c44754f8e4174c8cd0ab2676c9993026f3d612d46c4e,e79a8f7579d1730a8cebb747a31406e85448efd2228d7072b0024d833f1e9e0d,67155,Contact_325cedd8,GVD,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,Certification,Order Services,2024-09-23,2024-11-27
fb02f2c3b200ca734d8436c5151d45fcfa4531c58bb522a2e1a817d042ddb63f,,67117,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,
124044fcbf1720b0f89ba5b53ca3f580402ec46a9d73fe17ff34426f8390db81,,67133,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
88b8495ebf0184d08d375016d6308912b35455f90f3a96597f8dcf2819ac5288,3fb78e07d909ecf3c85c667004e7e7d4b30640aaf6516f29b07f94d44c067dae,67143,Contact_c4ede4b9,GVD,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-09-23,2024-09-23
bf739b31298fb63c7f87e16a2e2bfb4650955d30953e353f64ce9fafe7077a95,ee7be52c8d5ddeb57bd7c67e2bbe5e6ff0a8350d637f791923d07c997952b2bb,67137,Contact_d3c738cf,GVD,Closed,Done,Modification,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-23,2024-09-23
4a8c4f1c19ce038e069a6d1d529fbdfd5a679f6c573c1c00f1d9a2ce0c1c5b4e,,67123,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
6d32035932818bb00e47c48f34d109b9d41a5b945d2037b60e3031310e21a090,823affbf91f62546e7aea08643557bd87b4498d204b19d5212ec34eac28aa670,67139,Contact_10f42704,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
ae7a3991cff60baccaf51a45ff464ebe82c23e4129e96cbc2562aac87dc0e280,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67151,Contact_6f59abbf,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-23,2024-09-23
8a152087958a7e80a1f9f0165c0fdd824ba0cc205b8442eb21b7aba04d08db6c,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67149,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-09-23,2024-09-23
8452c2a1e213bab6f58111976faf7a724e23c79ca3bb48cb061a2dbe06b16900,1bd74340189c9977c77bbee142cd0f06e376924c6934b51fe0126b873d315e9b,67153,Contact_c4ede4b9,Verify,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-09-23,2024-09-24
57143dc67c4ad90c56b35520e54b1b84804ece4f66af89e49d383ea674e59cd1,e9c93fd536faebd2eb2a670760797c8b7f6efc4cde5453b750cfeb05f2b22b05,67129,Contact_cee8dbae,GVD,Closed,No Customer Response,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-09-23,2024-09-29
558657282a98d6b2b274aafe6cb366fca379ce1989ff77c695e3b8f2040f6f10,ef9e7dd90e06db36d98868a45f38daead0988898698bc9cd925be19dd8272fa8,67115,Contact_9ab80b80,GVD,Closed,Cancelled,Module Affected: Graphics,Undefined,Normal,Low,Other,Inspection Results,Software,2024-09-22,2024-10-04
6189ab2d2706fdb5c08ce5f8f6e4e1b0df499d28ad78f499ba95bcdf59642589,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67114,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-09-21,2024-09-23
fce8209fa03a90b81b0d6c6c073f820542c7283e2a2d9114825be3e9d7381154,6a74b38c65875d2a7e22b0ac5a078c19fcd9e9624c6d1e91550a0fdbd2d5fa4e,67081,Contact_c8230ee5,GVW,Closed,Fixed,Module Affected: Graphics,Undefined,Normal,Medium,Other,Software Performance,Software,2024-09-20,2024-10-21
497195a62f4780c8f374c7c16243c97d420c8900ade9ab0a0394821b4c9e2674,,67076,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
6702ab24b33a561d26e8c132f6992effb601307f71917fdc394a57b27cf95854,38bc574a7e5a7dfa981b22d476ed6a52df477308656931936ee35618f93244b3,67070,Contact_b14fec2f,GVD Lite Perpetual,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
b76e13c37664c90fea7794fc029365e688e76cfed69849d5156a8afb972a2642,,67083,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,
56f48c8750b256e49b9409099fa2d899a0326d91a0cf7fac7592664d0a50e323,7712e7fdc054bb705fdcebff00811739b91b8462d03b3aa7bda4b6a84dbc5901,67086,Contact_1168402d,GVD,Closed,Done,Undefined,Undefined,Normal,Low,Other,Hardware Question,Hardware,2024-09-20,2024-10-03
51718c2c4651043a7f0d41720e6ea08edb4dd269cf100d8f3b819bbf583270c6,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,67077,Contact_7e327366,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
0d5ed449eb2f2c949092f605bfb1edd12b058a50034654a3cc561972de806839,afca5055c2431ccc1fea7948c9da4546461d29226cbe2a28fed5bf9efe13240c,67072,Contact_5395e372,GVD,Closed,Done,Undefined,Undefined,Urgent,Medium,Other,Hardware Question,Hardware,2024-09-20,2024-09-20
3bac23cbbf77cd0693e1f139e94b19c3c93602213543b974970263227c0a4fda,90a1cc18ca1d035dfa3135203efe6fe4bfca943cf93e0088d171361b1b238c01,67088,Contact_c4ede4b9,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
3eb03f3bd74d9dc95d9033ef2acba1c2a4f2a1a7682d8da508bd797358c3c605,,67103,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
c5fc483f950afbc1ef3cbbaaabea99e23ee5552a729b34a768f1803a61f858e0,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67092,Contact_52b001c8,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
c7b720f2054e3f8a56ab7122ea3859a46123135d08b605ed3e4b7b124143b01a,73d7fe2aacc656b691dca2292f764c849f3d25cc6bd600664c6d066734d23611,67097,Contact_c4ede4b9,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
0d46d4fb20a782dd06a86f988f2cd5b996557179c381fd0b6d8216a69a0477b3,69a28f1503dc57ff16d04dd7fec39e4e0b3a1f87b4d74483e38056564d7bedbb,67108,Contact_7a4a0626,GVW,Closed,Done,Report,Undefined,Normal,Low,Other,Software Question,Software,2024-09-20,2024-09-23
4f0c2638e8edb7cf9ecdf88dca1ef4ba34fb76dd90a1d901695dd9c3370ec343,75a3efddfcb99532e19267c9d274e9bd28ef79b6581e9452b1cb50ff51b1bbdd,67104,Contact_4a8a9004,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
d8312db25d17796ff2ddcfa3c50cf112b8594c303c06852958206656f8a0d6a6,9d9934d2aa2dda93c6de7bf27c7e6e128ecc2e82c3fe6cf03fb09d0f825d551e,67090,Contact_7ab28f75,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-23
ba99df13cd41661b0fab176fe462acd140c40462295898a53b70ca7540b02591,823affbf91f62546e7aea08643557bd87b4498d204b19d5212ec34eac28aa670,67101,Contact_10f42704,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
f76475f078cadef7b6170c9e94a92cf88d5e0679918099cd51d054b6dfa8a4f1,2c235779db679a93e54a60e9a13440eba481c5a90ba5ea3b0b1bc7ec133c065b,67111,Contact_4fbd1e7a,GVD,Closed,No Customer Response,Module Affected: Barcode,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-09-20,2024-09-29
e680c27ce36ca545fa53b1c0e078dc380406d94106919c9cc0c53d060afc830f,96b738423342f0966ce5a84787babcf550a7491cdc1abff521855e89974048c7,67110,Contact_a7e246ce,Verify,Closed,Cannot Reproduce,Module Affected: Text,Undefined,Normal,Medium,Other,Software Performance,Software,2024-09-20,2024-09-23
8da9e26b5a5bf650c0380e7e86be54db0afa218f4d33a8c23a3bf8cb94f14ecc,de0ae9023b2f5f20adefa332882bba6eed5c41cdd4caa01daede96a842a9e639,67091,Contact_da72810a,Verify,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-10-02
897b759c8e602de6387c5eedd897500b63d1c76efd762a1b6a8ea5a9b437c0fc,2485866b04e71ad9e18188c581291bc6450a46a904e6ee3c591db4aecc6594aa,67087,Contact_d390aa2b,Verify,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-09-20,2024-09-25
beb053f8ad29165819893ff687fdb0e70e6a3136cc489cd58744db737628de7e,e33c48cc96c5954d6e59fe07a2b7a9af11c34aa44b24d660e373ecfa9fb4ccc2,67096,Contact_e87abb7f,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-10-29
bcdf1cd66b69530b0d60d1ed7f008fdde2f631dc984cb7ddefa887780818593c,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,67080,Contact_7e327366,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
52f853db818cf19c86c388d4999b8ce8cac285d6400127d45c238ca104e898f5,,67082,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
6c1bdd408324166511ea3755a2707a6205a90e2146a76f630409652290341d29,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,67073,Contact_40d215f1,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-09-20,2024-09-20
a4d7af4de8c198b5f5eaf86f0f3c3df947d6f3e8d74b68dcfce18fceb2dc123c,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,67074,Contact_7e327366,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
c4e720d2830fd942b90bbc070e5cf28c297f33195f086378e27b114e3e7c6357,,67106,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
ca4450f947052f210f16eefac9574c50432252ee7af54f9d8ffe41bb27437f22,,67075,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
24601cab241a96b93a4b7eebb4e355ed1425c476931ba38bba29b838e9176d0e,c66b7cd96ea9c59b452606e5c18931bc9e6ee2bc144713a016c2a050d5f9ab2f,67109,Contact_898aa157,AE 21 Profile Editor,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-09-20,2024-09-26
6d29e8106086168ab449e8a0eb66b4eccff6024bc121a0881d3b565b1b1a6608,cf36eb087e7863869364c5053079b0905b3b1282fe0b97f8654d0bc8fc95e786,67089,Contact_c4ede4b9,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
793946789fc04adf5aaef62fa7cbd9f8ee9ef175ed9cf904fea4448b8353770e,1ac29678045eed11174befa0b407dad0567ddaf5edc3a4318393cf18c60a4f76,67069,Contact_1522550f,GVD,Closed,No Customer Response,Module Affected: Text,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-09-20,2024-09-29
17719f7ba6894f532f6d54b059e8782a7e9726c16d60075bd464d8c14419272f,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67105,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-09-20,2024-09-20
a530e3b15bbccf29d22e64aeb1060db78862d2521c95d12761867c6e71a9cd41,982d6d6bdd11ffaa45ea5a5ce0793ceddbc7e77d77712b045c79b167b4d134ce,67094,Contact_196c6a9d,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-10-07
5a5fcbc7d19edea189169024ab53cad7e9430bd17805f797f9b0a342b237a1fe,c08e43dcf28b5315e07b71cab0c5f72a7c3005edbe3c0a849b5114d960e90e69,67093,Contact_d293c6fd,Esko,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
ae362a21b3c3c6dbf1018c660956c65acf2dfa3a158ada433544f12d944f6e8f,bf88e3b3e69d81248b95f211c8f5ee632e33d731e09058f8649f3f4ff99e7ee5,67071,Contact_20439d47,GVD Lite Perpetual,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
f695d1fc8f523cdf9db2e827fe1db9f26d477011cde68cd75c33f02c43b74b4a,6d344ef34b7d181e2000ab24137b4e68ed376875a02971d313631260673701c1,67084,Contact_e269fd71,GVD,Closed,No Customer Response,Undefined,Undefined,Normal,Medium,Other,Connection Issue,Hardware,2024-09-20,2024-09-26
e39c92033a44d881c245b37244af2301e37ade6780a3e93c8a1bbafe338d4541,4389e67d3e0a3f48cec073fd17cd68bf15f0c7d3a41434921708a3903114a944,67085,Contact_bed7c2f7,Verify Enterprise,Closed,Done,Trial,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
4f746a18fb827ee64dd40e9d3763ded6e9afbcb219336560d2dd3b955c9ad3b6,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,67078,Contact_7e327366,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
a883a5e653a78db9aa46ea7f8658f26c5cceb9d4378dc67619ccabdbeeddfef8,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,67079,Contact_7e327366,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
fb3b8a274fedcec57d7931ccfda6b00789fce9dd1d3f4f800dd5c9363cd99181,0d75ebec75a6382282680931636aec88703c302070562b98d424d3bbca964938,67100,Contact_6c7ee8fc,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-20
15fb78e1e55a754ca71038571f552410a5ab274447e64477ff56978703c95c17,,67107,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,
d3e9ec21eef25f70c1291fd44d11790dc0365c99499c2650dc16ed3deb368cf9,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67113,Contact_c2cd1530,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-20,2024-09-20
de2a3dca0a53fe092adf330492ab84dd00bbd6fe729f2ad77e228b53b535bed4,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67112,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-09-20,2024-09-20
1f710b8ad8197f173efe744265f5cd9755b34ed2b3b7e778d3210eb226ff8765,34b901edb1ec75eb71f7477b4968c3c084470fe54eec918ad95cddc4f6c09f9f,67095,Contact_e87abb7f,GVD,Closed,No Customer Response,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-26
0a2509895bfd99547bef163c215d366b780c2a72c2de0c68bbbbf6b39b2c5a96,c003a42203fa476be0379aeee8af766ae7a163d0a9b7d89c94b8165ef6818024,67102,Contact_ae72b96d,GVD,Closed,No Customer Response,Module Affected: Graphics,Undefined,Normal,Medium,Other,Crash,Software,2024-09-20,2024-09-26
4b211651d1d5972ef838cf6e3619544c3d769076f5ac8c8b9773e3743f7d1f68,97f4e78a8a4a2608170f9154d55971e355a5183e0842f1ff16026e555e76dab0,67098,Contact_e87abb7f,GVD,Closed,No Customer Response,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-26
ed719edb20f9bea5ba31d35b087b9836925f507a2fe9ccb3bd3c95eb821dc5df,f97f0aee65a8d7a341484798c8b7dcebc8f78610482e9349899c7d0ae69c412f,67099,Contact_e87abb7f,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-20,2024-09-26
be3e033006a2f4497260ccdb38f82f282448d8c3a549f516e98f1d42edbdca01,,67035,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-19,
96c27b51a6fa3fe5c5fa299eb1399488e1b937e6d0a53a15f115ea520d10692b,b461ad8bea213d106b2785eecd09cd5f507dcd0c406707d2d53e96cbc5890692,67059,Contact_eacdac06,GVD,Closed,No Customer Response,Module Affected: Graphics,Undefined,Normal,Medium,Other,Software Performance,Software,2024-09-19,2024-10-31
a1cc9cb15c639f8379ebfb56a8bfbdadf91b169139b2d735261663e797ba71f5,1a179a8a319d12ad422050acbdc3866347a5e629d56090732f873db22ff86c08,67037,Contact_af3c5772,Print Inspection,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-19,2024-09-19
5e0099314b5681c723335f149753aaf9dadf2c2ea3c1d5c70d013aa93d502d8a,,67040,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-19,
df2edf824bbef24806242440a63d922d42fa787b2d7e4f96e98ff30ba811565e,7678ebab565a583262c23a2dfa6cca1e841864ec2012e62000f3c0741727c701,67051,Contact_e8ed1899,Verify,Closed,Done,Module Affected: Graphics,Undefined,Normal,Medium,Other,Software Question,Software,2024-09-19,2024-09-19
3bf7f1e4be0056d58278a24aa94b0bc9eeadc0d36d0a876c42070f618f1c59a4,ed934afe6dcd0870b5b2594330cbb119e36bfdd741bab1a70c65c5a1cc334fe0,67067,Contact_118963e3,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-19,2024-09-19
dad2162bc1ff6c52840e74c3d2e305ff56cf83e3a2b39c3a6c4ae387bfd3125b,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,67061,Contact_86adae37,Verify,Closed,Fixed,Module Affected: Text,Undefined,Normal,Medium,Other,Software Performance,Software,2024-09-19,2024-09-24
de3a40c8dbbb7a55a69d28a1aca9d6b639536c2bd87b80496105e393771d19d3,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67053,Contact_d13248ee,Not a Support Case,Assigned,Undefined,Undefined,Undefined,Urgent,Low,Other,Undefined,Undefined,2024-09-19,
58b12e7c8abb71f2416cfd9a01003ffcdd3880522ee5e5dba2a3e3a85228bb76,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,67060,Contact_2c87944a,Verify,Closed,No Customer Response,Module Affected: Spelling,Undefined,Normal,Medium,Other,Software Performance,Software,2024-09-19,2024-09-25
935a6692ba662227b9c0d6968676adf716b55f090de63b24eb3d6cb40f8ef288,b84dcac62403f2f2d6e45a16ec77fafc84f165f15f6675da3e479892adddacae,67044,Contact_69f77927,"ScanProof? 24"" SD Proof-Reader",Duplicate,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-19,2024-09-27
1d4e420e3809e7e4013f99f0f275410c573b3b47b9f1289d15e54d34f4df153b,9d2d2c96d771625a8e0f7bf285489528ef526fac01ac83e9ebe2d78db4892bb7,67045,Contact_84b64762,GVW,Closed,Done,Module Affected: Text,Undefined,Normal,Medium,Other,Software Question,Software,2024-09-19,2024-10-01
77666edd116a48047e607c21766f69f9e58f795455dae20da238a702cf23f3ff,1d9dc63bfe76244f008b0b2381ef3871832c63098e4224dfd7edca1aac502f34,67054,Contact_3a82e87e,GVD,Closed,No Customer Response,Undefined,Undefined,Normal,Low,Other,Software Performance,Software,2024-09-19,2024-09-29
2aa3c7a0661f5aa52080c65e105ab3203b60cbe3649b7f14637f5e1f07936278,a9e6b5927184f87f384b4f633d7c7fcbcd355fb496a56a5e30a8752cc5718607,67058,Contact_d3c738cf,GVD,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-09-19,2024-09-19
de96775d995d4873f235245058d0d382e1ac43ff85b2c0b74060bb57bd798f0a,0032ac87ff59afbd220ab337e3db439ba8fd2cf954ef0263de34bed2fb408f90,67039,Contact_b15f258d,GVW,Closed,Fixed,Module Affected: Text,Undefined,Normal,Medium,Other,Software Performance,Software,2024-09-19,2024-09-19
94f90fa74d1f1417c0db48f8346e3a0e9ecec188b51902d7ccba040acb5cde09,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67068,Contact_e00625cd,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-19,2024-09-19
b237a3014a0f40da695204e207ff41219404cbfd072240e369d8a7edfa519a94,1a179a8a319d12ad422050acbdc3866347a5e629d56090732f873db22ff86c08,67046,Contact_af3c5772,GVD Lite Perpetual,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-09-19,2024-09-19
d15b75876637448c133cbe174315ad24be5c49b68b79f830b05e69769ea52a91,4d203a9bd672f8f094bd4ff065c3f4e794d4b113c841b3efc50865d3f710795d,67056,Contact_1a622f63,GVW,Closed,Fixed,Report,Undefined,Normal,Low,Other,Software Performance,Software,2024-09-19,2024-09-20
b3764cfad22dd58b5bc7deb44a2b5a6c6137f348ef47b044de77dc578f8db5a0,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,67048,Contact_c964c514,Verify,Closed,Fixed,Online,Undefined,Normal,Low,Other,License Issue,Licensing,2024-09-19,2024-09-19
b44faadd7637837f4c107bc0916e31e019f387c21125e61a6162d850c77e24fd,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67066,Contact_c09d23b2,GVD,Closed,No Customer Response,Module Affected: Graphics,Undefined,Normal,Medium,Other,Crash,Software,2024-09-19,2024-09-25
c443ba6f729112abed35e8250f41b9330a55a5e72e52a8d2c611b5b701d59a2b,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,67057,Contact_e00625cd,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-19,2024-09-19
70c63a6854ca177de0afcf2bf19ffd41d8c526b23fc9d18ecacafdb4a9062781,,67036,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-09-19,
7f4ff30bca75fb3ab27c1d66068fcb917e7ec70b5da169ed64b9c5b5cb978d7f,4d203a9bd672f8f094bd4ff065c3f4e794d4b113c841b3efc50865d3f710795d,67055,Contact_1a622f63,GVW,Closed,Fixed,Undefined,Undefined,Normal,Low,Other,User Access Issue,Licensing,2024-09-19,2024-09-19
